"id","file","taxon","input_data","modelling_method","output_type","future_projections","uncertainty_type","model_performance","model_performance_measure","xmin","xmax","ymin","ymax","x_resolution","y_resolution","spatial_units","crs","repo","data_usage_notes","licence","reference","citation"
"Hi2023-Leptonychotes_weddellii","Hi2023-Leptonychotes_weddellii_cog.tif","Leptonychotes weddellii","animal tracking","boosted regression tree","habitat importance",FALSE,"CV",0.818,"AUC",-180,179.999999999877,-79.9999999999977,-40,0.0999999999999659,0.0999999999999943,"degrees","+proj=longlat +datum=WGS84","https://github.com/SCAR/RAATD/","The original publication reported model performance by taxon and stage, for taxa that had stage-specific models. The model performance reported here for those taxa is the average performance across the stage-specific models","CC-BY 4.0","Hindell MA, Reisinger RR, Ropert-Coudert Y, et al. (2020) Tracking of marine predators to protect Southern Ocean ecosystems. Nature. 10.1038/s41586-020-2126-y","See reference"
"Hi2023-Procellaria_aequinoctialis","Hi2023-Procellaria_aequinoctialis_cog.tif","Procellaria aequinoctialis","animal tracking","boosted regression tree","habitat importance",FALSE,"CV",0.81725,"AUC",-180,179.999999999877,-79.9999999999977,-40,0.0999999999999659,0.0999999999999943,"degrees","+proj=longlat +datum=WGS84","https://github.com/SCAR/RAATD/","The original publication reported model performance by taxon and stage, for taxa that had stage-specific models. The model performance reported here for those taxa is the average performance across the stage-specific models","CC-BY 4.0","Hindell MA, Reisinger RR, Ropert-Coudert Y, et al. (2020) Tracking of marine predators to protect Southern Ocean ecosystems. Nature. 10.1038/s41586-020-2126-y","See reference"
"Hi2023-aes_colony_weighted","Hi2023-aes_colony_weighted_cog.tif","marine predators","animal tracking","boosted regression tree","habitat importance",FALSE,"CV",,"AUC",-180,179.999999999877,-79.9999999999977,-40,0.0999999999999659,0.0999999999999943,"degrees","+proj=longlat +datum=WGS84","https://github.com/SCAR/RAATD/","Layer represents areas of ecological significance to multiple predators species, with results weighted by colony sizes. See Hindell et al. (2020) for details","CC-BY 4.0","Hindell MA, Reisinger RR, Ropert-Coudert Y, et al. (2020) Tracking of marine predators to protect Southern Ocean ecosystems. Nature. 10.1038/s41586-020-2126-y","See reference"
"Hi2023-aes_unweighted","Hi2023-aes_unweighted_cog.tif","marine predators","animal tracking","boosted regression tree","habitat importance",FALSE,"CV",,"AUC",-180,179.999999999877,-79.9999999999977,-40,0.0999999999999659,0.0999999999999943,"degrees","+proj=longlat +datum=WGS84","https://github.com/SCAR/RAATD/","Layer represents areas of ecological significance to multiple predators species, with results not weighted by colony sizes. See Hindell et al. (2020) for details","CC-BY 4.0","Hindell MA, Reisinger RR, Ropert-Coudert Y, et al. (2020) Tracking of marine predators to protect Southern Ocean ecosystems. Nature. 10.1038/s41586-020-2126-y","See reference"
"Hi2023-aes_colony_weighted-RCP45","Hi2023-aes_colony_weighted-RCP45_cog.tif","marine predators","animal tracking","boosted regression tree","habitat importance",FALSE,,,,-180,180,-78.8,-40,0.1,0.1,"degrees","+proj=longlat +datum=WGS84","https://github.com/SCAR/RAATD/","Values indicate the proportion of projections (across 8 climate models) for which a pixel contains habitat that is like current-climate areas of colony-size-weighted ecological significance. See Hindell et al. (2020) for details","CC-BY 4.0","Hindell MA, Reisinger RR, Ropert-Coudert Y, et al. (2020) Tracking of marine predators to protect Southern Ocean ecosystems. Nature. 10.1038/s41586-020-2126-y","See reference"
"Hi2023-aes_colony_weighted-RCP85","Hi2023-aes_colony_weighted-RCP85_cog.tif","marine predators","animal tracking","boosted regression tree","habitat importance",FALSE,,,,-180,180,-78.8,-40,0.1,0.1,"degrees","+proj=longlat +datum=WGS84","https://github.com/SCAR/RAATD/","Values indicate the proportion of projections (across 8 climate models) for which a pixel contains habitat that is like current-climate areas of colony-size-weighted ecological significance. See Hindell et al. (2020) for details","CC-BY 4.0","Hindell MA, Reisinger RR, Ropert-Coudert Y, et al. (2020) Tracking of marine predators to protect Southern Ocean ecosystems. Nature. 10.1038/s41586-020-2126-y","See reference"
"Kr2017-Thalassarche_melanophris-RCP26-2050","Kr2017-Thalassarche_melanophris-RCP26-2050_cog.tif","Thalassarche melanophris","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.958,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_melanophris","Kr2017-Thalassarche_melanophris_cog.tif","Thalassarche melanophris","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.958,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_melanophris-RCP26-2100","Kr2017-Thalassarche_melanophris-RCP26-2100_cog.tif","Thalassarche melanophris","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.958,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_melanophris","Kr2017-Thalassarche_melanophris_cog.tif","Thalassarche melanophris","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.958,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_melanophris-RCP45-2050","Kr2017-Thalassarche_melanophris-RCP45-2050_cog.tif","Thalassarche melanophris","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.958,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_melanophris","Kr2017-Thalassarche_melanophris_cog.tif","Thalassarche melanophris","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.958,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_melanophris-RCP45-2100","Kr2017-Thalassarche_melanophris-RCP45-2100_cog.tif","Thalassarche melanophris","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.958,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_melanophris","Kr2017-Thalassarche_melanophris_cog.tif","Thalassarche melanophris","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.958,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_melanophris-RCP60-2050","Kr2017-Thalassarche_melanophris-RCP60-2050_cog.tif","Thalassarche melanophris","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.958,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_melanophris","Kr2017-Thalassarche_melanophris_cog.tif","Thalassarche melanophris","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.958,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_melanophris-RCP60-2100","Kr2017-Thalassarche_melanophris-RCP60-2100_cog.tif","Thalassarche melanophris","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.958,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_melanophris","Kr2017-Thalassarche_melanophris_cog.tif","Thalassarche melanophris","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.958,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_melanophris-RCP85-2050","Kr2017-Thalassarche_melanophris-RCP85-2050_cog.tif","Thalassarche melanophris","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.958,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_melanophris","Kr2017-Thalassarche_melanophris_cog.tif","Thalassarche melanophris","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.958,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_melanophris-RCP85-2100","Kr2017-Thalassarche_melanophris-RCP85-2100_cog.tif","Thalassarche melanophris","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.958,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_melanophris","Kr2017-Thalassarche_melanophris_cog.tif","Thalassarche melanophris","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.958,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_chrysostoma-RCP26-2050","Kr2017-Thalassarche_chrysostoma-RCP26-2050_cog.tif","Thalassarche chrysostoma","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.981,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_chrysostoma","Kr2017-Thalassarche_chrysostoma_cog.tif","Thalassarche chrysostoma","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.981,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_chrysostoma-RCP26-2100","Kr2017-Thalassarche_chrysostoma-RCP26-2100_cog.tif","Thalassarche chrysostoma","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.981,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_chrysostoma","Kr2017-Thalassarche_chrysostoma_cog.tif","Thalassarche chrysostoma","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.981,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_chrysostoma-RCP45-2050","Kr2017-Thalassarche_chrysostoma-RCP45-2050_cog.tif","Thalassarche chrysostoma","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.981,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_chrysostoma","Kr2017-Thalassarche_chrysostoma_cog.tif","Thalassarche chrysostoma","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.981,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_chrysostoma-RCP45-2100","Kr2017-Thalassarche_chrysostoma-RCP45-2100_cog.tif","Thalassarche chrysostoma","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.981,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_chrysostoma","Kr2017-Thalassarche_chrysostoma_cog.tif","Thalassarche chrysostoma","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.981,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_chrysostoma-RCP60-2050","Kr2017-Thalassarche_chrysostoma-RCP60-2050_cog.tif","Thalassarche chrysostoma","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.981,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_chrysostoma","Kr2017-Thalassarche_chrysostoma_cog.tif","Thalassarche chrysostoma","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.981,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_chrysostoma-RCP60-2100","Kr2017-Thalassarche_chrysostoma-RCP60-2100_cog.tif","Thalassarche chrysostoma","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.981,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_chrysostoma","Kr2017-Thalassarche_chrysostoma_cog.tif","Thalassarche chrysostoma","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.981,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_chrysostoma-RCP85-2050","Kr2017-Thalassarche_chrysostoma-RCP85-2050_cog.tif","Thalassarche chrysostoma","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.981,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_chrysostoma","Kr2017-Thalassarche_chrysostoma_cog.tif","Thalassarche chrysostoma","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.981,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_chrysostoma-RCP85-2100","Kr2017-Thalassarche_chrysostoma-RCP85-2100_cog.tif","Thalassarche chrysostoma","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.981,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Thalassarche_chrysostoma","Kr2017-Thalassarche_chrysostoma_cog.tif","Thalassarche chrysostoma","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.981,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Macronectes_halli-RCP26-2050","Kr2017-Macronectes_halli-RCP26-2050_cog.tif","Macronectes halli","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.984,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Macronectes_halli","Kr2017-Macronectes_halli_cog.tif","Macronectes halli","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.984,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Macronectes_halli-RCP26-2100","Kr2017-Macronectes_halli-RCP26-2100_cog.tif","Macronectes halli","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.984,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Macronectes_halli","Kr2017-Macronectes_halli_cog.tif","Macronectes halli","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.984,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Macronectes_halli-RCP45-2050","Kr2017-Macronectes_halli-RCP45-2050_cog.tif","Macronectes halli","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.984,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Macronectes_halli","Kr2017-Macronectes_halli_cog.tif","Macronectes halli","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.984,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Macronectes_halli-RCP45-2100","Kr2017-Macronectes_halli-RCP45-2100_cog.tif","Macronectes halli","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.984,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Macronectes_halli","Kr2017-Macronectes_halli_cog.tif","Macronectes halli","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.984,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Macronectes_halli-RCP60-2050","Kr2017-Macronectes_halli-RCP60-2050_cog.tif","Macronectes halli","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",TRUE,,0.984,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
"Kr2017-Macronectes_halli","Kr2017-Macronectes_halli_cog.tif","Macronectes halli","animal tracking","ensemble (multiple presence-only modelling methods)","habitat suitability",FALSE,,0.984,"AUC",-179.5,179.5,-81.5,-0.5,1,1,"degrees","EPSG:4326",,,"CC0 1.0","Krüger L, Ramos JA, Xavier JC, Grémillet D, González-Solís J, Petry MV, Phillips RA, Wanless RM, Paiva VH (2017) Projected distributions of Southern Ocean albatrosses, petrels and fisheries as a consequence of climatic change. Ecography. 10.1111/ecog.02590","See reference"
